exchange,type,table,base,quote,usd_volume
OKX,spot,okx_rpl_usdt_1m,rpl,usdt,28709.760618250002
OKX,spot,okx_rsr_usdt_1m,rsr,usdt,1040922.3837165005
OKX,spot,okx_rss3_usdt_1m,rss3,usdt,33238.196628810736
OKX,spot,okx_rvn_usdt_1m,rvn,usdt,370362.8453524806
OKX,spot,okx_s_usdt_1m,s,usdt,1919818.0779262
OKX,spot,okx_safe_usdt_1m,safe,usdt,634873.10675655
OKX,spot,okx_sand_usdt_1m,sand,usdt,968435.7842355131
OKX,spot,okx_sats_usdt_1m,sats,usdt,5110062.813450032
OKX,spot,okx_sd_usdt_1m,sd,usdt,41649.451180043296
OKX,spot,okx_shib_usdt_1m,shib,usdt,11006732.496407405
OKX,spot,okx_skl_usdt_1m,skl,usdt,550613.6867837432
OKX,spot,okx_slerf_usdt_1m,slerf,usdt,48349.16443505001
OKX,spot,okx_slp_usdt_1m,slp,usdt,614099.7419887802
OKX,spot,okx_snt_usdt_1m,snt,usdt,224673.64354373823
OKX,spot,okx_snx_usdt_1m,snx,usdt,1896114.771396028
OKX,spot,okx_sonic_usdt_1m,sonic,usdt,473789.53580490005
OKX,spot,okx_spurs_usdt_1m,spurs,usdt,9363.49436615
OKX,spot,okx_ssv_usdt_1m,ssv,usdt,2119391.51478615
OKX,spot,okx_steth_usdt_1m,steth,usdt,3790750.846382269
OKX,spot,okx_storj_usdt_1m,storj,usdt,199774.96235846836
OKX,spot,okx_strk_usdt_1m,strk,usdt,2589094.3795323605
OKX,spot,okx_stx_usdt_1m,stx,usdt,1508710.4371255552
OKX,spot,okx_sui_usdt_1m,sui,usdt,50913905.89878037
OKX,spot,okx_sushi_usdt_1m,sushi,usdt,3232317.3559897654
OKX,spot,okx_sweat_usdt_1m,sweat,usdt,35841.74092864001
OKX,spot,okx_swftc_usdt_1m,swftc,usdt,83213.53106203719
OKX,spot,okx_t_usdt_1m,t,usdt,65314.1210326985
OKX,spot,okx_theta_usdt_1m,theta,usdt,1345993.6130351077
OKX,spot,okx_tra_usdt_1m,tra,usdt,11312.06242721685
OKX,spot,okx_trb_usdt_1m,trb,usdt,2961985.69489986
OKX,spot,okx_trx_usdt_1m,trx,usdt,6691813.704873987
OKX,spot,okx_turbo_usdt_1m,turbo,usdt,1986248.49279308
OKX,spot,okx_ulti_usdt_1m,ulti,usdt,36173.95852875
OKX,spot,okx_uma_usdt_1m,uma,usdt,319662.9583113735
OKX,spot,okx_uni_usdt_1m,uni,usdt,23219052.17365933
OKX,spot,okx_usdc_usdt_1m,usdc,usdt,28532145.602985825
OKX,spot,okx_uxlink_usdt_1m,uxlink,usdt,121102.57821779996
OKX,spot,okx_velo_usdt_1m,velo,usdt,699628.1068900953
OKX,spot,okx_velodrome_usdt_1m,velodrome,usdt,62923.05270405799
OKX,spot,okx_vine_usdt_1m,vine,usdt,823187.7254745499
OKX,spot,okx_vra_usdt_1m,vra,usdt,94413.39049931048
OKX,spot,okx_w_usdt_1m,w,usdt,2804934.621906433
OKX,spot,okx_waxp_usdt_1m,waxp,usdt,9485.879309958103
OKX,spot,okx_wintoken_usdt_1m,wintoken,usdt,67860.48421960502
OKX,spot,okx_wld_usdt_1m,wld,usdt,13386121.64364435
OKX,spot,okx_woo_usdt_1m,woo,usdt,316801.29731695197
OKX,spot,okx_xaut_usdt_1m,xaut,usdt,2083668.7349369002
OKX,spot,okx_xch_usdt_1m,xch,usdt,402353.937100191
OKX,spot,okx_xlm_usdt_1m,xlm,usdt,12422036.362796705
OKX,spot,okx_yfi_usdt_1m,yfi,usdt,805361.6564815
OKX,spot,okx_ygg_usdt_1m,ygg,usdt,1814617.7511660329
OKX,spot,okx_zbcn_usdt_1m,zbcn,usdt,485609.15763569996
OKX,spot,okx_zent_usdt_1m,zent,usdt,1536580.3378928502
OKX,spot,okx_zeta_usdt_1m,zeta,usdt,1069954.7132072996
OKX,spot,okx_zeus_usdt_1m,zeus,usdt,509872.24286785495
OKX,spot,okx_zil_usdt_1m,zil,usdt,461548.9980110354
OKX,spot,okx_zk_usdt_1m,zk,usdt,2385398.1876057
OKX,spot,okx_zkj_usdt_1m,zkj,usdt,567300.933927355
OKX,spot,okx_zro_usdt_1m,zro,usdt,3463130.4982294994
OKX,spot,okx_zrx_usdt_1m,zrx,usdt,633712.8414247597
OKX,spot,okx_btc_usdc_1m,btc,usdc,331900.135348265
OKX,spot,okx_ton_usdc_1m,ton,usdc,15791.645791999998
OKX,spot,okx_doge_usdc_1m,doge,usdc,40140.18889804999
OKX,spot,okx_xrp_usdc_1m,xrp,usdc,60439.63754605
OKX,spot,okx_fil_usdc_1m,fil,usdc,1013.2209535000001
OKX,spot,okx_iota_usdc_1m,iota,usdc,8298.349623
OKX,spot,okx_ltc_usdc_1m,ltc,usdc,14390.369647849999
OKX,spot,okx_neo_usdc_1m,neo,usdc,9637.4444688
OKX,spot,okx_pepe_usdc_1m,pepe,usdc,21672.119027776
OKX,spot,okx_sui_usdc_1m,sui,usdc,8240.75617135
OKX,spot,okx_theta_usdc_1m,theta,usdc,11314.2131759
OKX,spot,okx_trx_usdc_1m,trx,usdc,787.0118175499999
OKX,spot,okx_xpl_usdt_1m,xpl,usdt,19498060.869441003
OKX,spot,okx_pump_usd_1m,pump,usd,99354.7704225
OKX,spot,okx_pump_usdt_1m,pump,usdt,13575173.0332845
OKX,spot,okx_asp_usd_1m,asp,usd,11324.273549000001
OKX,spot,okx_asp_usdt_1m,asp,usdt,755741.261073
OKX,spot,okx_huma_usd_1m,huma,usd,52043.22927000001
OKX,spot,okx_huma_usdt_1m,huma,usdt,994924.681444
OKX,spot,okx_resolv_usdt_1m,resolv,usdt,1321027.8972655
OKX,spot,okx_resolv_usd_1m,resolv,usd,10818.4395515
OKX,spot,okx_usdg_usdt_1m,usdg,usdt,811064.37497133
OKX,spot,okx_aca_usd_1m,aca,usd,624.4518421210149
OKX,spot,okx_ace_usd_1m,ace,usd,4899.532767589999
OKX,spot,okx_aergo_usd_1m,aergo,usd,1015.692552802735
OKX,spot,okx_alpha_usd_1m,alpha,usd,2685.7484693444703
OKX,spot,okx_api3_usd_1m,api3,usd,2468.63002591185
OKX,spot,okx_ar_usd_1m,ar,usd,23599.6887438225
OKX,spot,okx_arg_usd_1m,arg,usd,1942.42047959
OKX,spot,okx_astr_usd_1m,astr,usd,15589.190524941776
OKX,spot,okx_auction_usd_1m,auction,usd,2130.64557246
OKX,spot,okx_babydoge_usd_1m,babydoge,usd,5187.045125658927
OKX,spot,okx_badger_usd_1m,badger,usd,251.04815222719998
OKX,spot,okx_band_usd_1m,band,usd,1253.0623405169
OKX,spot,okx_bat_usd_1m,bat,usd,1630.8061344277498
OKX,spot,okx_bico_usd_1m,bico,usd,2670.0592286364404
OKX,spot,okx_bnb_usd_1m,bnb,usd,313728.6350122499
OKX,spot,okx_bnt_usd_1m,bnt,usd,1049.3718756484002
OKX,spot,okx_cat_usd_1m,cat,usd,7051.808789197001
OKX,spot,okx_celo_usd_1m,celo,usd,16516.396800543
OKX,spot,okx_celr_usd_1m,celr,usd,167.36514117317398
OKX,spot,okx_cetus_usd_1m,cetus,usd,60411.54701977051
OKX,spot,okx_cfx_usd_1m,cfx,usd,13284.429964200484
OKX,spot,okx_clv_usd_1m,clv,usd,2054.7236435632103
OKX,spot,okx_core_usd_1m,core,usd,9418.377376
OKX,spot,okx_cspr_usd_1m,cspr,usd,4761.128717241756
OKX,spot,okx_ctc_usd_1m,ctc,usd,12051.8940532959
OKX,spot,okx_cvc_usd_1m,cvc,usd,6951.990981839899
OKX,spot,okx_cvx_usd_1m,cvx,usd,6717.934974153
OKX,spot,okx_dgb_usd_1m,dgb,usd,1765.5559845205053
OKX,spot,okx_egld_usd_1m,egld,usd,5630.605382375
OKX,spot,okx_elf_usd_1m,elf,usd,20.8785510047
OKX,spot,okx_elon_usd_1m,elon,usd,1556.483368431725
OKX,spot,okx_enj_usd_1m,enj,usd,16535.51836584
OKX,spot,okx_eurc_usd_1m,eurc,usd,1271.35394074
OKX,spot,okx_flm_usd_1m,flm,usd,841.61082012452
OKX,spot,okx_floki_usd_1m,floki,usd,15745.352438005
OKX,spot,okx_flow_usd_1m,flow,usd,16085.65009486165
OKX,spot,okx_gas_usd_1m,gas,usd,11103.580476084
OKX,spot,okx_gear_usd_1m,gear,usd,24.94697296
OKX,spot,okx_ghst_usd_1m,ghst,usd,42.3280226486
OKX,spot,okx_glm_usd_1m,glm,usd,13803.752165584001
OKX,spot,okx_hmstr_usd_1m,hmstr,usd,8905.563340460001
OKX,spot,okx_ice_usd_1m,ice,usd,2585.4594691
OKX,spot,okx_id_usd_1m,id,usd,1921.1605132
OKX,spot,okx_iota_usd_1m,iota,usd,25556.351086336148
OKX,spot,okx_joe_usd_1m,joe,usd,999.2867083553
OKX,spot,okx_kaia_usd_1m,kaia,usd,7127.892873499999
OKX,spot,okx_kda_usd_1m,kda,usd,138.99906120940003
OKX,spot,okx_lat_usd_1m,lat,usd,671.2662394331395
OKX,spot,okx_leo_usd_1m,leo,usd,0.0
OKX,spot,okx_looks_usd_1m,looks,usd,2101.61425062098
OKX,spot,okx_lsk_usd_1m,lsk,usd,920.375827894488
OKX,spot,okx_luna_usd_1m,luna,usd,3893.39993297
OKX,spot,okx_magic_usd_1m,magic,usd,5216.3375410966055
OKX,spot,okx_major_usd_1m,major,usd,182.07316500000002
OKX,spot,okx_memefi_usd_1m,memefi,usd,3828.73634436
OKX,spot,okx_metis_usd_1m,metis,usd,4479.010399
OKX,spot,okx_mln_usd_1m,mln,usd,84.547077804
OKX,spot,okx_neo_usd_1m,neo,usd,19441.876575177
OKX,spot,okx_om_usd_1m,om,usd,9328.02657523585
OKX,spot,okx_omi_usd_1m,omi,usd,1484.3433693261
OKX,spot,okx_one_usd_1m,one,usd,1365.1403924724254
OKX,spot,okx_ont_usd_1m,ont,usd,5539.20830872075
OKX,spot,okx_orbs_usd_1m,orbs,usd,27.118103898599998
OKX,spot,okx_ordi_usd_1m,ordi,usd,54146.41065799999
OKX,spot,okx_people_usd_1m,people,usd,21326.554776953115
OKX,spot,okx_perp_usd_1m,perp,usd,2870.3551124323994
OKX,spot,okx_pol_usd_1m,pol,usd,18078.935100499995
OKX,spot,okx_por_usd_1m,por,usd,1554.481534195
OKX,spot,okx_raca_usd_1m,raca,usd,3171.7959636532646
OKX,spot,okx_rio_usd_1m,rio,usd,1300.5100006974
OKX,spot,okx_ron_usd_1m,ron,usd,2407.90102259025
OKX,spot,okx_rss3_usd_1m,rss3,usd,175.60429293555
OKX,spot,okx_sats_usd_1m,sats,usd,75506.68649555359
OKX,spot,okx_scr_usd_1m,scr,usd,13060.850593799998
OKX,spot,okx_sd_usd_1m,sd,usd,236.8798253979
OKX,spot,okx_skl_usd_1m,skl,usd,19042.963254008504
OKX,spot,okx_snt_usd_1m,snt,usd,25114.98601445566
OKX,spot,okx_spurs_usd_1m,spurs,usd,0.0
OKX,spot,okx_steth_usd_1m,steth,usd,38495.18707552999
OKX,spot,okx_sweat_usd_1m,sweat,usd,3.9716754
OKX,spot,okx_swftc_usd_1m,swftc,usd,938.5587885479425
OKX,spot,okx_t_usd_1m,t,usd,3843.5316505530004
OKX,spot,okx_theta_usd_1m,theta,usd,19068.9339518513
OKX,spot,okx_tra_usd_1m,tra,usd,0.0
OKX,spot,okx_velo_usd_1m,velo,usd,6448.256013643977
OKX,spot,okx_vra_usd_1m,vra,usd,459.37599046429403
OKX,spot,okx_w_usd_1m,w,usd,53074.8391049925
OKX,spot,okx_waxp_usd_1m,waxp,usd,375.06354028097
OKX,spot,okx_xch_usd_1m,xch,usd,5396.8483267175
OKX,spot,okx_zbcn_usd_1m,zbcn,usd,5490.377732049999
OKX,spot,okx_zil_usd_1m,zil,usd,7368.745557286265
OKX,spot,okx_parti_usdt_1m,parti,usdt,469995.04928
OKX,spot,okx_navx_usdt_1m,navx,usdt,66663.32852905
OKX,spot,okx_ton_usd_1m,ton,usd,269249.2663443
OKX,spot,okx_baby_usd_1m,baby,usd,11516.298204
OKX,spot,okx_ada_usd_1m,ada,usd,1666956.746272005
OKX,spot,okx_aevo_usd_1m,aevo,usd,12722.748922632
OKX,spot,okx_agld_usd_1m,agld,usd,14475.74038085415
OKX,spot,okx_algo_usd_1m,algo,usd,102762.97156991021
OKX,spot,okx_ape_usd_1m,ape,usd,42558.28981649895
OKX,spot,okx_apt_usd_1m,apt,usd,132947.69701480004
OKX,spot,okx_arkm_usd_1m,arkm,usd,6386.702317949999
OKX,spot,okx_atom_usd_1m,atom,usd,37717.505481504
OKX,spot,okx_bch_usd_1m,bch,usd,163131.8934788
OKX,spot,okx_bigtime_usd_1m,bigtime,usd,11692.702566
OKX,spot,okx_bonk_usd_1m,bonk,usd,61574.374995538004
OKX,spot,okx_cxt_usd_1m,cxt,usd,3317.6667331999997
OKX,spot,okx_dogs_usd_1m,dogs,usd,3887.3490410000004
OKX,spot,okx_eigen_usd_1m,eigen,usd,23023.20574835
OKX,spot,okx_etc_usd_1m,etc,usd,169613.21000632
OKX,spot,okx_ethw_usd_1m,ethw,usd,17198.335125350004
OKX,spot,okx_fil_usd_1m,fil,usd,135224.2109374125
OKX,spot,okx_fluid_usd_1m,fluid,usd,6184.161434
OKX,spot,okx_g_usd_1m,g,usd,37.9920996
OKX,spot,okx_gala_usd_1m,gala,usd,48850.89361429925
OKX,spot,okx_gmt_usd_1m,gmt,usd,22717.501189441497
OKX,spot,okx_grt_usd_1m,grt,usd,14747.21348507935
OKX,spot,okx_hbar_usd_1m,hbar,usd,353159.026512795
OKX,spot,okx_icp_usd_1m,icp,usd,7333.784546625
OKX,spot,okx_icx_usd_1m,icx,usd,18052.93515223824
OKX,spot,okx_imx_usd_1m,imx,usd,1731.32707576
OKX,spot,okx_jto_usd_1m,jto,usd,20323.706562199997
OKX,spot,okx_ldo_usd_1m,ldo,usd,42778.77600513
OKX,spot,okx_lpt_usd_1m,lpt,usd,4614.113598292
OKX,spot,okx_lqty_usd_1m,lqty,usd,8366.4122822
OKX,spot,okx_lrc_usd_1m,lrc,usd,3305.3895249541347
OKX,spot,okx_mana_usd_1m,mana,usd,12462.05254279115
OKX,spot,okx_mask_usd_1m,mask,usd,14862.0817223915
OKX,spot,okx_mina_usd_1m,mina,usd,866.2107785595
OKX,spot,okx_moodeng_usd_1m,moodeng,usd,22034.691135
OKX,spot,okx_morpho_usd_1m,morpho,usd,23437.64623495
OKX,spot,okx_move_usd_1m,move,usd,17914.7631115
OKX,spot,okx_navx_usd_1m,navx,usd,176.21874029999998
OKX,spot,okx_neiro_usd_1m,neiro,usd,27611.670787100004
OKX,spot,okx_nmr_usd_1m,nmr,usd,1997.6981064630004
OKX,spot,okx_not_usd_1m,not,usd,18114.055221099996
OKX,spot,okx_ondo_usd_1m,ondo,usd,155707.66350834997
OKX,spot,okx_parti_usd_1m,parti,usd,14217.527625499997
OKX,spot,okx_pendle_usd_1m,pendle,usd,8682.612636
OKX,spot,okx_qtum_usd_1m,qtum,usd,12269.783222715
OKX,spot,okx_rpl_usd_1m,rpl,usd,45.28060909999999
OKX,spot,okx_rsr_usd_1m,rsr,usd,7149.321175581286
OKX,spot,okx_sand_usd_1m,sand,usd,24567.084486101146
OKX,spot,okx_snx_usd_1m,snx,usd,7114.789626826099
OKX,spot,okx_storj_usd_1m,storj,usd,411.62537501045
OKX,spot,okx_strk_usd_1m,strk,usd,60354.124537469994
OKX,spot,okx_stx_usd_1m,stx,usd,22412.9544818352
OKX,spot,okx_sushi_usd_1m,sushi,usd,14461.170746204898
OKX,spot,okx_tia_usd_1m,tia,usd,32504.7040163
OKX,spot,okx_trx_usd_1m,trx,usd,631817.1144155973
OKX,spot,okx_turbo_usd_1m,turbo,usd,55645.765730065
OKX,spot,okx_uma_usd_1m,uma,usd,265.158852553
OKX,spot,okx_wif_usd_1m,wif,usd,39983.52457405
OKX,spot,okx_xlm_usd_1m,xlm,usd,428791.9914218156
OKX,spot,okx_yfi_usd_1m,yfi,usd,2513.2705579999997
OKX,spot,okx_zeus_usd_1m,zeus,usd,12799.004043395
OKX,spot,okx_zk_usd_1m,zk,usd,23623.33893655
OKX,spot,okx_zro_usd_1m,zro,usd,29549.428393
OKX,spot,okx_zrx_usd_1m,zrx,usd,18281.9340185303
OKX,spot,okx_prompt_usdt_1m,prompt,usdt,1437354.837398
OKX,spot,okx_baby_usdt_1m,baby,usdt,2039216.6751030001
OKX,spot,okx_sahara_usdt_1m,sahara,usdt,1847840.9743225002
OKX,spot,okx_spk_usdt_1m,spk,usdt,2024216.2726315001
OKX,spot,okx_layer_usd_1m,layer,usd,21261.745912699997
OKX,spot,okx_wct_usd_1m,wct,usd,43172.916670000006
OKX,spot,okx_layer_usdt_1m,layer,usdt,869738.8290417998
OKX,spot,okx_wct_usdt_1m,wct,usdt,2266655.6130315
OKX,spot,okx_jitosol_usdt_1m,jitosol,usdt,75918.39203573501
OKX,spot,okx_btc_usd_1m,btc,usd,40606999.17757475
OKX,spot,okx_eth_usd_1m,eth,usd,25407681.788448103
OKX,spot,okx_pi_usd_1m,pi,usd,126174.508996
OKX,spot,okx_prcl_usd_1m,prcl,usd,16854.62228724
OKX,spot,okx_1inch_eur_1m,1inch,eur,491.60646717695
OKX,spot,okx_chz_eur_1m,chz,eur,2427.78472
OKX,spot,okx_btc_usdt_1m,btc,usdt,883927804.5754364
OKX,spot,okx_bal_usdt_1m,bal,usdt,46832.93958056005
OKX,spot,okx_bnt_usdt_1m,bnt,usdt,37649.31926027935
OKX,spot,okx_dogs_usdt_1m,dogs,usdt,733172.7342862501
OKX,spot,okx_icp_usdt_1m,icp,usdt,4016158.2503275904
OKX,spot,okx_ldo_usdt_1m,ldo,usdt,6325589.8552384805
OKX,spot,okx_ksm_usdt_1m,ksm,usdt,687850.2640996849
OKX,spot,okx_merl_usdt_1m,merl,usdt,2328995.09190028
OKX,spot,okx_xtz_usdt_1m,xtz,usdt,599737.1845589684
OKX,spot,okx_kaito_usd_1m,kaito,usd,51584.318267799994
OKX,spot,okx_anime_usd_1m,anime,usd,12971.7957842
OKX,spot,okx_comp_eur_1m,comp,eur,31.17449284
OKX,spot,okx_cro_eur_1m,cro,eur,2796.085124525
OKX,spot,okx_aidoge_usdt_1m,aidoge,usdt,153029.4406263368
OKX,spot,okx_band_usdt_1m,band,usdt,222133.77838604862
OKX,spot,okx_celr_usdt_1m,celr,usdt,25033.213525032883
OKX,spot,okx_dora_usdt_1m,dora,usdt,24182.685969000002
OKX,spot,okx_icx_usdt_1m,icx,usdt,593702.0974956523
OKX,spot,okx_leo_usdt_1m,leo,usdt,7104.400694537
OKX,spot,okx_metis_usdt_1m,metis,usdt,1053861.4734830647
OKX,spot,okx_ol_usdt_1m,ol,usdt,574879.6518575
OKX,spot,okx_pstake_usdt_1m,pstake,usdt,91209.38310957255
OKX,spot,okx_scr_usdt_1m,scr,usdt,654598.95036775
OKX,spot,okx_tnsr_usdt_1m,tnsr,usdt,358054.77402373194
OKX,spot,okx_sol_usdc_1m,sol,usdc,118867.43478605
OKX,spot,okx_cfg_usd_1m,cfg,usd,2921.89477304275
OKX,spot,okx_dao_usd_1m,dao,usd,330.5814150875
OKX,spot,okx_gods_usd_1m,gods,usd,2987.41203836235
OKX,spot,okx_oas_usd_1m,oas,usd,249.99998680000002
OKX,spot,okx_rvn_usd_1m,rvn,usd,2233.9703387958148
OKX,spot,okx_blur_usd_1m,blur,usd,12473.8588105835
OKX,spot,okx_dot_usd_1m,dot,usd,288158.69487043004
OKX,spot,okx_chz_usd_1m,chz,usd,31626.61625490856
OKX,spot,okx_dydx_usd_1m,dydx,usd,30692.986976767945
OKX,spot,okx_flr_usd_1m,flr,usd,4670.608923299999
OKX,spot,okx_ksm_usd_1m,ksm,usd,4771.284825639999
OKX,spot,okx_near_usd_1m,near,usd,237886.05450773257
OKX,spot,okx_pha_usd_1m,pha,usd,240.21134566642
OKX,spot,okx_pstake_usd_1m,pstake,usd,1511.2293619636748
OKX,spot,okx_pyth_usd_1m,pyth,usd,67788.95886959
OKX,spot,okx_tnsr_usd_1m,tnsr,usd,4623.1847272185005
OKX,spot,okx_ygg_usd_1m,ygg,usd,11890.55757377175
OKX,spot,okx_zent_usd_1m,zent,usd,3392.9782168
OKX,spot,okx_a_usd_1m,a,usd,29464.2191325
OKX,spot,okx_a_usdt_1m,a,usdt,3425883.2061965
OKX,spot,okx_kmno_usdt_1m,kmno,usdt,1167150.5629659998
OKX,spot,okx_1inch_usd_1m,1inch,usd,13376.6326124414
OKX,spot,okx_rdnt_usd_1m,rdnt,usd,148.86928501
OKX,spot,okx_bal_usd_1m,bal,usd,112.0259923058
OKX,spot,okx_dep_usd_1m,dep,usd,958.3950413359615
OKX,spot,okx_iost_usd_1m,iost,usd,13911.185104492373
OKX,spot,okx_slp_usd_1m,slp,usd,19061.66515943024
OKX,spot,okx_cro_usd_1m,cro,usd,254421.88082142014
OKX,spot,okx_jup_usd_1m,jup,usd,79408.25487320001
OKX,spot,okx_knc_usd_1m,knc,usd,1718.6874212059001
OKX,spot,okx_pnut_usd_1m,pnut,usd,47209.035092499995
OKX,spot,okx_xtz_usd_1m,xtz,usd,15709.164392769999
OKX,spot,okx_pi_usdc_1m,pi,usdc,3847.1398515000005
OKX,spot,okx_spk_usd_1m,spk,usd,35464.216667999994
OKX,spot,okx_sahara_usd_1m,sahara,usd,5849.826363000001
OKX,spot,okx_kmno_usd_1m,kmno,usd,6164.656989
OKX,spot,okx_soph_usd_1m,soph,usd,957.3277844999999
OKX,spot,okx_aixbt_usd_1m,aixbt,usd,18963.97503998
OKX,spot,okx_dai_usd_1m,dai,usd,465439.3529270383
OKX,spot,okx_goat_usdt_1m,goat,usdt,1167044.266677575
OKX,spot,okx_ada_usdc_1m,ada,usdc,16640.984319249997
OKX,spot,okx_tia_usdt_1m,tia,usdt,3595305.4379579
OKX,spot,okx_wlfi_usd_1m,wlfi,usd,325297.9291385
OKX,spot,okx_bard_usd_1m,bard,usd,39333.3441005
OKX,spot,okx_prompt_usd_1m,prompt,usd,9422.431095
OKX,spot,okx_xrp_usd_1m,xrp,usd,2978743.412092626
OKX,spot,okx_sky_usd_1m,sky,usd,10358.196965500001
OKX,spot,okx_wlfi_usdt_1m,wlfi,usdt,18720556.080344502
OKX,spot,okx_linea_usdt_1m,linea,usdt,4719688.072068501
OKX,spot,okx_bard_usdt_1m,bard,usdt,3111982.50702
OKX,spot,okx_ena_usdt_1m,ena,usdt,5271480.7274595
OKX,spot,okx_sky_usdt_1m,sky,usdt,1491919.0004884999
OKX,spot,okx_usd1_usdt_1m,usd1,usdt,3334144.1041850504
OKX,spot,okx_trump_usd_1m,trump,usd,940418.67573115
OKX,spot,okx_sol_usd_1m,sol,usd,4605655.095673865
OKX,spot,okx_aave_usd_1m,aave,usd,103566.56439236
OKX,spot,okx_zeta_usd_1m,zeta,usd,25555.8077601
OKX,spot,okx_eth_eur_1m,eth,eur,2933389.8568265056
OKX,spot,okx_egld_eur_1m,egld,eur,748.3418019
OKX,spot,okx_sushi_eur_1m,sushi,eur,395.13299194999996
OKX,spot,okx_foxy_usdt_1m,foxy,usdt,49178.686929564996
OKX,spot,okx_nc_usdt_1m,nc,usdt,34532.835368650005
OKX,spot,okx_pepe_usdt_1m,pepe,usdt,27818527.916789602
OKX,spot,okx_wif_usdt_1m,wif,usdt,5170029.239546049
OKX,spot,okx_eth_usdc_1m,eth,usdc,180609.02405357498
OKX,spot,okx_soph_usdt_1m,soph,usdt,1020620.8718969999
OKX,spot,okx_axs_usd_1m,axs,usd,8600.566560062502
OKX,spot,okx_trb_usd_1m,trb,usd,15224.69818988
OKX,spot,okx_fluid_usdt_1m,fluid,usdt,473039.5473405
OKX,futures,okx_btc_usd:btc_1m,btc,usd,1037194568.14647
OKX,futures,okx_eth_usd:eth_1m,eth,usd,823236427.0552185
OKX,futures,okx_sol_usd:sol_1m,sol,usd,49690463.759539
OKX,futures,okx_doge_usd:doge_1m,doge,usd,77683183.67716318
OKX,futures,okx_xrp_usd:xrp_1m,xrp,usd,44758195.32947775
OKX,futures,okx_avax_usd:avax_1m,avax,usd,4080781.26009325
OKX,futures,okx_dot_usd:dot_1m,dot,usd,4111060.5569153004
OKX,futures,okx_etc_usd:etc_1m,etc,usd,7060750.8871665
OKX,futures,okx_fil_usd:fil_1m,fil,usd,15697235.753073601
OKX,futures,okx_link_usd:link_1m,link,usd,5707750.935855999
OKX,futures,okx_ltc_usd:ltc_1m,ltc,usd,16424684.1164025
OKX,futures,okx_sui_usd:sui_1m,sui,usd,4690177.756204119
OKX,futures,okx_uni_usd:uni_1m,uni,usd,7317768.2615558505
OKX,futures,okx_ton_usdt:usdt_1m,ton,usdt,63513824.786
OKX,futures,okx_doge_usdt:usdt_1m,doge,usdt,983261970.85975
OKX,futures,okx_xrp_usdt:usdt_1m,xrp,usdt,719404382.1986
OKX,futures,okx_pi_usdt:usdt_1m,pi,usdt,21823527.0988
OKX,futures,okx_trump_usdt:usdt_1m,trump,usdt,74797684.55494998
OKX,futures,okx_kaito_usdt:usdt_1m,kaito,usdt,14812785.06885
OKX,futures,okx_1inch_usdt:usdt_1m,1inch,usdt,3705688.91265
OKX,futures,okx_aave_usdt:usdt_1m,aave,usdt,93727297.388
OKX,futures,okx_ace_usdt:usdt_1m,ace,usdt,1711070.7923
OKX,futures,okx_ach_usdt:usdt_1m,ach,usdt,3699933.9955
OKX,futures,okx_act_usdt:usdt_1m,act,usdt,5657957.95788
OKX,futures,okx_ada_usdt:usdt_1m,ada,usdt,207020766.861
OKX,futures,okx_aevo_usdt:usdt_1m,aevo,usdt,4530170.589294999
OKX,futures,okx_agld_usdt:usdt_1m,agld,usdt,2791033.9561500004
OKX,futures,okx_ai16z_usdt:usdt_1m,ai16z,usdt,13702025.590210002
OKX,futures,okx_aixbt_usdt:usdt_1m,aixbt,usdt,6377731.00655
OKX,futures,okx_algo_usdt:usdt_1m,algo,usdt,11448600.867999999
OKX,futures,okx_anime_usdt:usdt_1m,anime,usdt,3744458.1097000004
OKX,futures,okx_api3_usdt:usdt_1m,api3,usdt,8862201.0714
OKX,futures,okx_apt_usdt:usdt_1m,apt,usdt,36240564.074
OKX,futures,okx_ar_usdt:usdt_1m,ar,usdt,9858915.275350003
OKX,futures,okx_arb_usdt:usdt_1m,arb,usdt,41130131.53765
OKX,futures,okx_arkm_usdt:usdt_1m,arkm,usdt,3525650.3599000005
OKX,futures,okx_ath_usdt:usdt_1m,ath,usdt,8241251.864999999
OKX,futures,okx_atom_usdt:usdt_1m,atom,usdt,14560030.714499999
OKX,futures,okx_auction_usdt:usdt_1m,auction,usdt,3034974.0539
OKX,futures,okx_avax_usdt:usdt_1m,avax,usdt,124322930.232
OKX,futures,okx_avaai_usdt:usdt_1m,avaai,usdt,3390847.9345000004
OKX,futures,okx_axs_usdt:usdt_1m,axs,usdt,6915332.258249999
OKX,futures,okx_band_usdt:usdt_1m,band,usdt,1629350.1926500003
OKX,futures,okx_bat_usdt:usdt_1m,bat,usdt,2481168.0864999993
OKX,futures,okx_bera_usdt:usdt_1m,bera,usdt,13732315.2676
OKX,futures,okx_bico_usdt:usdt_1m,bico,usdt,1085972.951445
OKX,futures,okx_bigtime_usdt:usdt_1m,bigtime,usdt,4013640.5031
OKX,futures,okx_bio_usdt:usdt_1m,bio,usdt,15201355.829474999
OKX,futures,okx_bnt_usdt:usdt_1m,bnt,usdt,595034.1000000001
OKX,futures,okx_bome_usdt:usdt_1m,bome,usdt,6615303.441999999
OKX,futures,okx_bonk_usdt:usdt_1m,bonk,usdt,48624614.49195
OKX,futures,okx_cat_usdt:usdt_1m,cat,usdt,3208607.0326000005
